,Q22,tweet,value
3655,Male,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,1.0
3656,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3657,Male,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,5.0
3658,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3659,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3660,Male,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,2.0
3661,Male,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,5.0
3662,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,4.0
3663,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,1.0
3664,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3665,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3666,Male,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,3.0
3667,Female,adding yet another feetax the city of van will be hurting the small businesses they seem to want gone... soon Vancouver will be like Chicago or many other ghost cities.,2.0
3668,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,3.0
3669,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3670,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,5.0
3671,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,5.0
3672,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3673,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3674,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,5.0
3675,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,1.0
3676,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,1.0
3677,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,1.0
3678,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,3.0
3679,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3680,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3681,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3682,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,3.0
3683,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,4.0
3684,Male,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,2.0
3685,Female,Orwell wrote this book in 1949. So for 72 years we have kept this lower vibration fictional story in our consciousness  are currently living out the effects of it in daily life. Tell me who is living the life we were meant to live Take a wild guess.,5.0
3686,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,3.0
3687,Female,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,5.0
3688,Female,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,3.0
3689,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,1.0
3690,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,4.0
3691,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,3.0
3692,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,2.0
3693,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,4.0
3694,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,4.0
3695,Female,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,3.0
3696,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,2.0
3697,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,3.0
3698,Female,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,4.0
3699,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,2.0
3700,Male,Another day of character creation. I'm excited for this one So for Christmas I was gifted my own copy of Guildmaster's Guide to Ravnica and the first race I wanted to look at was the Loxodon. Always thought they're cool but never wanted to explore it. Now that I have the book .,5.0
3701,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3702,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",1.0
3703,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3704,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3705,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",5.0
3706,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",4.0
3707,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",4.0
3708,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",1.0
3709,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3710,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3711,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3712,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3713,Male," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3714,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3715,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3716,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",2.0
3717,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3718,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3719,Female," So pleased,even though it was not in DG's book, that Murtagh was brought back loved the return so much This scene always gives me a Happy Cry.",3.0
3720,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,4.0
3721,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3722,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,4.0
3723,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3724,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3725,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,2.0
3726,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,4.0
3727,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,2.0
3728,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,2.0
3729,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,2.0
3730,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,5.0
3731,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3732,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,5.0
3733,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,4.0
3734,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,2.0
3735,Male, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,1.0
3736,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3737,Female, It's why I enjoy your content so much. It really feels like a conversation with a friend who wants to talk about this book they've read .,3.0
3738,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3739,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",2.0
3740,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3741,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",2.0
3742,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",2.0
3743,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",3.0
3744,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3745,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",5.0
3746,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",3.0
3747,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",3.0
3748,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3749,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3750,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",2.0
3751,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",4.0
3752,Female," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",5.0
3753,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",3.0
3754,Male," Ooh, excellent though that sounds strange to say about a book with such a subtitle, Thanks.",3.0
3755,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,2.0
3756,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,3.0
3757,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,3.0
3758,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,5.0
3759,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,3.0
3760,Female,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,4.0
3761,Female,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,3.0
3762,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,4.0
3763,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,4.0
3764,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,2.0
3765,Female,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,4.0
3766,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,3.0
3767,Male,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,2.0
3768,Female,Sonic the Hedgehog is in the Guinness Book of World Records for being the fastest gaming character ever. FACT .,1.0
3769,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",2.0
3770,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",1.0
3771,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",2.0
3772,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",3.0
3773,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",2.0
3774,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3775,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",3.0
3776,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",1.0
3777,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3778,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3779,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3780,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3781,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",3.0
3782,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",3.0
3783,Male,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",3.0
3784,Female,"Historian We Must Protect Democracy in 2022, or Lose It Forever. via.",4.0
3785,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,3.0
3786,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,3.0
3787,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,4.0
3788,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3789,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,3.0
3790,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,5.0
3791,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,3.0
3792,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3793,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,5.0
3794,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,4.0
3795,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,4.0
3796,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,3.0
3797,Female,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3798,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3799,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3800,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3801,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,1.0
3802,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,1.0
3803,Male,But you wont be welcoming anyone will u You wont be in a packed classroom with 30 unvaxxed teens when the r rate is 5 You wont be on a packed school bus And u have removed the ability of school leaders to exclude kids who wont wear masks But u pat yourself on the back .,2.0
3804,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,4.0
3805,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,3.0
3806,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,4.0
3807,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,3.0
3808,Female,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,2.0
3809,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,1.0
3810,Female,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,4.0
3811,Female,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,2.0
3812,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,4.0
3813,Male,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,4.0
3814,Female,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,3.0
3815,Female,Thanks to the pandemic my husband and I are working through our vacation.me contact tracing a positive employee and him setting up new policies for this surge. Our kids just dont understand this .,1.0
3816,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,3.0
3817,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,2.0
3818,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,1.0
3819,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,2.0
3820,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,1.0
3821,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,3.0
3822,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,3.0
3823,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,2.0
3824,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,4.0
3825,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,4.0
3826,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,5.0
3827,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,5.0
3828,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,2.0
3829,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,3.0
3830,Male, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,4.0
3831,Female, 1. He knows what he is saying isn't true and doesn't care. 2. He should stop pretending to care about kids or other people. It's phony and offensive..,2.0
3832,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",2.0
3833,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",4.0
3834,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",3.0
3835,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",2.0
3836,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",3.0
3837,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",3.0
3838,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",4.0
3839,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",1.0
3840,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",3.0
3841,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",3.0
3842,Male," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",4.0
3843,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",2.0
3844,Female," Once all of the kids move out and have stable lives, my wife and I have talked about doing something similar..",1.0
3845,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",2.0
3846,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3847,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3848,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3849,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",1.0
3850,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3851,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3852,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3853,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3854,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3855,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3856,Female," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",3.0
3857,Male," Won't Get Filed Again, but it has to be the live version from The Kids Are Alright. .",1.0
3858,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",3.0
3859,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",3.0
3860,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",2.0
3861,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",2.0
3862,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",3.0
3863,Female," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",4.0
3864,Female," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",1.0
3865,Female," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",2.0
3866,Female," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",5.0
3867,Male," It really would. My youngest kids' first word was Duck which is a rather cute name. I do actually know someone who named herself as a child. I don't know what her parents called her up until she was three, but she asked to be called Area. She's surprisingly normal. .",3.0
