StartDate	Progress	Duration (in seconds)	Finished	Q21	Q22	Q23	Q24	Q25	Q26	Q28	Q29	Q30	Q31	Q617	Q621	Q620	Q622	Q623	Q615	Q616	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518	519	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	568	569	570	571	572	573	574	575	576	577	578	579	580	581	582	583	584	585	586	587	588	589	590	591	592	593	594	595	596	597	598
2022-05-09 10:51:53	100	88	TRUE	41-50	Male	Bachelor's degree	Employee	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	A little concerned	I understand	1	3	1	3	1	1																																																													3										2	1										2											1									2						1																																																																																																																																						1																																																										3																	2																3																																																																			3										2			1																																											1																											2						1																	2																																																		1					2																																					
2022-05-09 10:46:24	100	428	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	A little concerned	I understand	3	3	4	2	3	2																3				3																														3																										2																																																																																																															2																																							4																																													4															3																																														2										2																										3																																																		2																																																																																														2		4						3							4																			2																	3															4			3																	
2022-05-09 10:46:58	100	398	TRUE	51-60	Female	Master's degree	Employee	Strongly agree	Agree	Strongly agree	Disagree	Disagree	Very concerned	I understand	2	3	4	3	1	2								2			3							5																5							1																																																																4																																				4									2																																																																																																	4																								1						2																	3																														3																																																				3						5																	3																																																																																																										4																											4																																																					4				3									
2022-05-09 10:51:50	100	121	TRUE	51-60	Female	Master's degree	Employee	Agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Very concerned	I understand	5	4	5	5	4	4																			5									4										4																																																																											4															3										5																							5																													4																	5											3					5																											5																																																																						4																																					5	5																																																																																																																																										4																																						5														4																					3																		3											
2022-05-09 10:49:10	100	282	TRUE	26-30	Male	Bachelor's degree	Self-employed	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	A little concerned	I understand	2	5	2	4	4	2														1																																																																																															3																1						3																																																																																													3																																								2																		2																				5																																																3										4																											4																3																																																																							3																	4													2			2			3																																																																					4			1																
2022-05-09 10:49:36	100	263	TRUE	31-40	Male	Bachelor's degree	Employee	Strongly agree	Strongly agree	Disagree	Disagree	Neither agree nor disagree	Very concerned	I understand	3	3	1	5	1	1																																																							1										2																					3		2																																																																	4																	3																																								3																			2																							2																										3																																														2																																																																																																	4		1													4										1		3	2																																																																																														3																													3																						4				
2022-05-09 10:46:55	100	426	TRUE	41-50	Male	Bachelor's degree	Employee	Strongly agree	Agree	Agree	Agree	Agree	Very concerned	I understand	1	1	1	2	1	1																			2					3																																										1																																															3															1						1																																						3																																																				2												1								1																												3																																1																1																																					2																																			3																																																																																														2													1																																																								1																								1																		2	
2022-05-09 10:53:12	100	73	TRUE	41-50	Female	Master's degree	Self-employed	Neither agree nor disagree	Strongly Disagree	Strongly agree	Strongly agree	Neither agree nor disagree	A little concerned	I understand	2	4	4	5	2	5															5						5																																4																																																																																													2																																																			5																									5																4															3			5																							4																																																													4		4						2																				5																												3																																										2																																											5				4																															4																								5																																																										
2022-05-09 10:35:23	100	1170	TRUE	31-40	Female	Bachelor's degree	Self-employed	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Very concerned	I understand	2	4	3	4	4	4																																													3																																																																																																	3																																																																													4																								4																																				4																3	2																																																				2																			3																				3	4																						3	3																								3								4																																																																																																					3					3																															4	3																	
2022-05-09 10:53:18	100	119	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Disagree	Neither agree nor disagree	Agree	Agree	Somewhat concerned	I understand	3	3	3	5	4	3																					3																																5																																																																																													4																																																			3																									3																4															3																										4																																																					2																4	4																			3																																																																4						3												2																															3				2						3																									3																								5																																																										
2022-05-09 10:54:30	100	64	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Agree	Agree	Agree	Neither agree nor disagree	A little concerned	I understand	3	3	4	2	3	2									3		2																														3																		4																																																																																																																														4																														4																															3																								4																						2							3																				2	3																3																							4																														3																																					3																														3																																															4																																	3																																																											2			
2022-05-09 10:54:43	100	52	TRUE	31-40	Male	8th Up to 12th grade, no diploma	Self-employed	Agree	Agree	Agree	Agree	Agree	A little concerned	I understand	2	2	3	3	2	2																		2												2	2																																																																																																																							2	2						2																																																							2																																																																									2																												2		2																															2									2							2																																							2								2				2																	2																																																																																															2			2										2																																																												
2022-05-09 10:38:58	100	1003	TRUE	31-40	Male	Bachelor's degree	Employee	Agree	Strongly agree	Strongly Disagree	Disagree	Disagree	Very concerned	I understand	1	1	2	3	1	1																															3																																			1																																																																																				1														2																																					1																																													1																																																	3																																												1																																																																																									4								2																		1																			1	2															2	2					1										1																																																																						1														1						1			
2022-05-09 10:54:12	100	109	TRUE	41-50	Male	Bachelor's degree	Self-employed	Agree	Strongly agree	Agree	Agree	Strongly agree	A little concerned	I understand	4	5	4	4	3	3	5																																																	4																															4														4							3																																						3																			4																															5															4								5																																							5													3																									3													4																																							4																																							4																															5																																	3																																										3																																																																																																				5											
2022-05-09 10:54:52	100	81	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Not at all concerned	I understand	3	4	4	4	4	4																																															4																																																											4																											4	5																															4	4																														4																					4		4																					4	4																					4																																																						3																	4					3																												3																										4																																4																																																														5													5																																																																																																			
2022-05-09 10:52:15	100	240	TRUE	41-50	Male	Associate degree	Self-employed	Strongly agree	Strongly agree	Agree	Agree	Agree	A little concerned	I understand	4	5	2	4	1	1												2																					3																								5																																																														4								1																							3																													3																																																				5		5			3							4		3																																																															1																		1											3														3																																																																																																																																																																															3																												3																		1					5																					
2022-05-09 10:54:39	100	118	TRUE	31-40	Female	High school graduate with diploma	Employee	Disagree	Strongly Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Somewhat concerned	I understand	4	5	5	4	5	4		4																																															5																																																																																																			1																																											4				5																																	5																																																										3		4																		2																																																																																											3																																												5																5																							4																											5																												3															4																	5				4													4	4													
2022-05-09 10:38:29	100	1090	TRUE	31-40	Female	Bachelor's degree	Self-employed	Agree	Strongly agree	Agree	Strongly agree	Agree	A little concerned	I understand	4	3	5	4	3	2																																															4						3																							5																																					3						3																																																						3			3																	2																																																																																																																									4											4		4			3																																																							2																												3						4																	2																																																1																																																																											3															4	3																							
2022-05-09 10:54:56	100	106	TRUE	Above 60 years old	Male	Bachelor's degree	Employee	Agree	Strongly agree	Disagree	Neither agree nor disagree	Strongly Disagree	Somewhat concerned	I understand	3	5	4	3	4	3																										4														1																																																											5	3																																																					5									5											1																																																																																																																				2												1													4																													1																				4																							1												2				5																				2																																																																								3												1																																																																										3																	4	
2022-05-09 10:55:55	100	61	TRUE	26-30	Male	Bachelor's degree	Employee	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	A little concerned	I understand	4	5	2	5	3	4													4																	4														4										5	5				4								4																				3																								4					1																															5																															4						4									5															5												3																																																																																																				5																																																																																																																																																																								4																																4																																																																						4								
2022-05-09 10:50:44	100	392	TRUE	26-30	Male	Master's degree	Self-employed	Strongly agree	Agree	Strongly Disagree	Strongly Disagree	Strongly agree	Very concerned	I understand	2	2	5	3	3	3							4										2																															3																																																														5																																																			4																4																																																							3																																																			4																						4												4						4																																																																																								4						5										2													2																																																												2		2								4																																																						4										4																								
2022-05-09 10:56:28	100	62	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Somewhat concerned	I understand	4	4	4	4	4	3									3	4																													4																							4		4																				4																																																																																												4																							3							5																													3																																																																								4																																													5			4																																																																																																							4	4																																																																				4										5																4															4	4																													
2022-05-09 10:50:55	100	398	TRUE	51-60	Female	Bachelor's degree	Self-employed	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Not at all concerned	I understand	3	5	2	4	5	1																					1																																																																																				4																																																				3											5														3															1																																									2																																																																																																						5									5																			5																												1																			3																	3							2								3			1										2																					5				5																															3																																																																																		
2022-05-09 10:56:32	100	64	TRUE	31-40	Female	Bachelor's degree	Self-employed	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Very concerned	I understand	2	3	2	4	3	2																			3										4																				4									4																																																		3																												3																				3																																															2									2																																3			3																																																																																																																													4																																																															4										4						3			3																																												3																							2							3																							3																																															
2022-05-09 10:44:15	100	843	TRUE	31-40	Female	Master's degree	Employee	Agree	Strongly agree	Agree	Strongly agree	Agree	Very concerned	I understand	3	4	4	4	4	4			3										4																				3																																																3													4						3																4																			3														3																																													3		4																																																						4																												3															4																																																																												4																																																																																																											3																	3														3																4																								4																																																			
2022-05-09 10:57:22	100	71	TRUE	26-30	Male	Bachelor's degree	Employee	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Somewhat concerned	I understand	3	4	5	3	3	4		4																																											3																																	4																																										5																																3																												4																																												3			3												3																								5																																																																																				5												3																				5																												3																			4				3																																						3																																																																								4						5																																		3																		
2022-05-09 10:53:27	100	309	TRUE	31-40	Female	Master's degree	Employee	Strongly agree	Agree	Disagree	Agree	Neither agree nor disagree	Very concerned	I understand	3	3	4	4	4	3					3							2			4								2																3																													2							4																																						3		4																																																																																																																				3																											4	4								2						3																																																																																												3													4																									3																																																		3																				3																																												3																																																																																	
2022-05-09 10:57:48	100	51	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Somewhat concerned	I understand	3	4	4	4	3	3																																																				4																	3																																						2																															4											3								4																														4																															4			4		4																																																		4																																																												3																				4																							4														2																																														4																																																																		3									4											4																																					4																																							
2022-05-09 10:57:56	100	61	TRUE	26-30	Female	Bachelor's degree	Employee	Agree	Agree	Agree	Neither agree nor disagree	Agree	Somewhat concerned	I understand	2	3	2	3	2	3																																																																																			2													2										3																																		3																																										2			3									3								2																																																																																	3															2																							2																																																																																																							3	3						3													4																																																																																										2										2	3																																																					2
2022-05-09 10:58:13	100	97	TRUE	31-40	Male	Bachelor's degree	Self-employed	Agree	Strongly agree	Agree	Agree	Agree	A little concerned	I understand	3	5	5	2	3	3																																																																																																														3								3																			4				4																	4	4				3																							5																					3																		4																																																			3																3		4																																								4					3																															4													4																			5																																																																																																																																																		4							4																																											
2022-05-09 10:57:20	100	160	TRUE	26-30	Female	8th Up to 12th grade, no diploma	Employee	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	A little concerned	I understand	5	5	4	5	5	1																																			3																																												5												4			5																				3	5																																																																5																																																																																									3																																																		5																			2								3																										5																									2													4										3																																																								3							3										3																															4							4																																																																				
2022-05-09 10:51:18	100	523	TRUE	31-40	Male	Master's degree	Employee	Strongly agree	Agree	Disagree	Agree	Neither agree nor disagree	Very concerned	I understand	3	4	4	4	2	2		3														3																	2																																																																																																4													4	2																																															4											4				3																															3											3																						3																																																		4																									3																																																																																			2																									4																		4																																							4																																	3																																																						4		
2022-05-09 10:58:47	100	87	TRUE	18-25	Female	High school graduate with diploma	Out of work and looking for work	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Very concerned	I understand	5	4	3	5	2	2																																																																								2														5																														2																																																	4							2								3																																5																																																																													5																																5																																				5																5															3														2																																					5																				2																																													5																																							1																		4																														5						5	
2022-05-09 10:58:53	100	104	TRUE	26-30	Female	Bachelor's degree	Self-employed	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	A little concerned	I understand	4	4	5	4	4	4									4																													3		4																																																																																																	5																							3									3																										3				5					5			5										4																																																																																																4																							3																		4																																														3													5																																																3																	3																																											3																																																			4																										
2022-05-09 10:59:38	100	66	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Somewhat concerned	I understand	4	4	5	4	4	4				4										5																																																																																																																				3								4																			3																																																											4			5				4																																						4										5																																																				5															4										4																					4																																																																									4																																										3	4														3																																															3																						5																														
2022-05-09 10:43:32	100	1047	TRUE	31-40	Male	Master's degree	Employee	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Strongly Disagree	Somewhat concerned	I understand	2	5	4	4	1	2																				2																							2																		4																																																4																																																																																					2																	2																																																												2																												3						4																								3																																											4					4																							2																																																	2																										3																	3	2											1									3																																																		4																																			
2022-05-09 10:58:04	100	185	TRUE	31-40	Female	Bachelor's degree	Self-employed	Agree	Strongly agree	Agree	Agree	Agree	Somewhat concerned	I understand	2	3	2	4	2	2																	3											4																									2	3																				2																		3									3																																																																																																																																																				3			2								2																										2																																																																																													3																																																		2																								2											2							3																																																							2						3																			4						2																																									
2022-05-09 10:43:21	100	1076	TRUE	31-40	Male	Master's degree	Employee	Neither agree nor disagree	Agree	Strongly agree	Agree	Strongly Disagree	A little concerned	I understand	1	1	5	2	1	3				4																																																																																			2								3																															4														1																1																																																4																												2																												3																																																1													2	5																																																																2																																																																					1																																																												3																														4		3			4										2										1																												
2022-05-09 10:52:18	100	558	TRUE	51-60	Female	Bachelor's degree	Employee	Strongly agree	Agree	Neither agree nor disagree	Strongly agree	Agree	A little concerned	I understand	3	4	3	4	3	4											3													2																																																														2												3		3																																		3																																																						4																																																															3						5																																												4																3																								2	3																																																																												5										4																																																	3							5												3																																										3											4																																																	
2022-05-09 10:58:06	100	221	TRUE	41-50	Female	Bachelor's degree	Employee	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Somewhat concerned	I understand	2	3	2	3	2	2																																																												1							2											3							2																																											3																				2																									2													2		3																																												3																																									3																												3										2																																										3						3																																					3								2																																																																								3																																																												2												3																																																		
2022-05-09 10:56:09	100	337	TRUE	31-40	Male	Bachelor's degree	Employee	Agree	Strongly agree	Agree	Strongly agree	Agree	Very concerned	I understand	3	5	5	3	5	3						4																																												4																																																										4					4																																																										3																			4											4																																																					4																																																																					3																																																				3																		3	4																																																																								3																																																	5																				5		3																												4				4																				4				3					
2022-05-09 10:59:49	100	120	TRUE	26-30	Female	Bachelor's degree	Employee	Agree	Disagree	Neither agree nor disagree	Agree	Disagree	Somewhat concerned	I understand	1	2	3	4	2	2																						2				4			3																																														2																																					2									2																																						2																																												3											4																										4														4																3																																				3																																																														4													3																				4																																																		2																																																											3																																					4																																										3									
2022-05-09 11:01:10	100	52	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Somewhat concerned	I understand	3	4	4	4	3	4												5													3									3															4																																								4																									4			4			5																																																																																																																										4	5								4																											4																													4																																																																																					4																																																									4																									4																																					3																	3																					5																																				4													
2022-05-09 11:02:20	100	68	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	A little concerned	I understand	2	3	2	2	2	2				2										3											3																																																							2	2																																																																																																		3														3																																																										3																						2																						2												2																																																																																			3						2							2																																												2												3					2																					2												2																																																																																		2																			
2022-05-09 11:03:19	100	51	TRUE	18-25	Female	High school graduate with diploma	Employee	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Very concerned	I understand	2	2	3	2	2	2																							2																																																								2										3												2													2						2																						2																														4						2																																																										2							5																																																																										2																																																													3																																	2																							2																																																								3				2																																																						2	2																					3																												
2022-05-09 11:03:02	100	101	TRUE	51-60	Female	Master's degree	Employee	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	A little concerned	I understand	4	4	4	5	4	3																												3																																4																																																																				3				3							3																			2											4																																									4																																																																																																									4																										4									3							5																		3																																																4																4																																									4																																													3																																								4				4												4																	
2022-05-09 11:03:34	100	84	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Agree	Agree	Agree	Agree	A little concerned	I understand	4	5	4	5	4	5						4																														4														3																																																									3																	4																																																													5																																																																																																																														5																																				3												4						3														4																																																																									4																															4																															4						2																																									3		4	5												3																5						
2022-05-09 11:04:04	100	76	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Agree	Agree	Neither agree nor disagree	Agree	Somewhat concerned	I understand	2	3	3	3	2	2			2									2	3																																																			3																																																															4																																							3																						2																													3																																																														2									2				2																																					3																																																																																			2								2													2																											2																																																																				2																																																								3					3									
2022-05-09 10:59:51	100	392	TRUE	41-50	Female	Associate degree	Self-employed	Agree	Agree	Agree	Agree	Neither agree nor disagree	Somewhat concerned	I understand	1	5	1	5	4	1																																															1																				3																																												5																																													2						1																																							5																									5																																																																																																													1									4												4										1																																			3																															4											4																																1																					3			5			1						4			3																																																																																							
2022-05-09 11:05:21	100	63	TRUE	26-30	Male	Bachelor's degree	Employee	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Very concerned	I understand	4	5	2	5	3	2																																																																																																																				5														5																								3							4				1																								4																								2														4																																																																																											4	4			3												4																								3						5																																																														5																																																																								4																									5											5																																						5			5																							
2022-05-09 11:06:12	100	68	TRUE	26-30	Female	Master's degree	Self-employed	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	A little concerned	I understand	3	3	3	3	2	2																																																2																		3																												2	2																																											3																																																					2																																		2						3																																																																								3						2																		2					3											3																																																																		3									3											3																	3															2																																																															3																	2																																																									
2022-05-09 11:06:05	100	79	TRUE	26-30	Male	High school graduate with diploma	Employee	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	A little concerned	I understand	1	3	2	3	3	1							2																										2	2	1																																																																																																																																																			1																																							2														2																																									1														2																3																																																																														2			3												1	2																																					1														2															2																																																																	2																																					2																				1										
2022-05-09 11:06:44	100	58	TRUE	31-40	Male	Bachelor's degree	Employee	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Very concerned	I understand	5	5	4	5	3	4																	5										4																																																											4										5	4						4			5																																										5																																																3																																																																														4																							4																			2									3																					5																																																												5																																							4			5																	5																																																																																																																						4															2
2022-05-09 10:36:01	100	1905	TRUE	31-40	Female	Master's degree	Self-employed	Agree	Agree	Agree	Agree	Agree	A little concerned	I understand	2	4	4	5	4	4																									2																																																																	3																						4																4																																									3															3								4					3									3																3																									3	4																												4																							3																															2																																																	4												4																																																																3																																									3																																																																																													2									
2022-05-09 11:03:25	100	330	TRUE	41-50	Male	Master's degree	Self-employed	Strongly agree	Disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Very concerned	I understand	3	4	5	4	4	4																																						3																											4																																																																																												3																																					4																																				4																								4																4																							3																																											4																																						4																																							4	4							4																																																																				3												5		4																											3						5																			4																																								4			
2022-05-09 11:09:06	100	46	TRUE	26-30	Female	High school graduate with diploma	Employee	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	A little concerned	I understand	2	2	3	3	2	2																												2																						2				3	3																																																		2									2																												2																																																																					2						3																																																					4																															2			2					3																																																																								2																																		2		2												2																																																																																																																																										2			2									3																			
